Date,Open,High,Low,Close,Adj Close,Volume
2019-07-20,0.132993,0.145711,0.128446,0.133367,0.133367,6108
2019-07-21,0.133367,0.138684,0.128578,0.136019,0.136019,8951
2019-07-22,0.136051,0.140936,0.113977,0.114160,0.114160,3114
2019-07-23,0.114145,0.120105,0.105253,0.112248,0.112248,2731
2019-07-24,0.112248,0.164569,0.097327,0.117192,0.117192,6867
2019-07-25,0.117165,0.119499,0.111750,0.113636,0.113636,2030
2019-07-26,0.113609,0.113679,0.109285,0.111301,0.111301,5957
2019-07-27,0.111301,0.118250,0.110894,0.111828,0.111828,7273
2019-07-28,0.111828,0.113890,0.108026,0.110624,0.110624,5677
2019-07-29,0.110640,0.112658,0.107244,0.107777,0.107777,7841
